CHILDID,P1LEARN,P2LEARN,P4LEARN,T1LEARN,T2LEARN,T4LEARN,T5LEARN,T6LEARN,P1SRS10,P1SRS13,P1SRS15,P1SRS18,P1SRS22,P1SRS24,P2SRS10,P2SRS13,P2SRS15,P2SRS18,P2SRS22,P2SRS24,P4SRS10,P4SRS13,P4SRS15,P4SRS18,P4SRS22,P4SRS24,T1SRS11,T1SRS14,T1SRS15,T1SRS21,T1SRS23,T1SRS24,T2SRS11,T2SRS14,T2SRS15,T2SRS21,T2SRS23,T2SRS24,T4SRS11,T4SRS14,T4SRS15,T4SRS21,T4SRS23,T4SRS24,T5SRS11,T5SRS14,T5SRS15,T5SRS21,T5SRS23,T5SRS24,T5SRS26,G6SRS11,G6SRS14,G6SRS15,G6SRS21,G6SRS23,G6SRS24,G6SRS26
0009009C,3.5,3.17,3.67,1.83,2.33,2.83,2.71,,4,4,3,2,4,4,4,4,2,2,4,3,4,4,3,3,4,4,2,3,2,2,1,1,2,3,2,2,3,2,3,4,3,3,2,2,2,4,3,2,3,2,3,,,,,,,
0009010C,3,2.67,2.67,3.5,4,3.17,3.14,3.86,3,3,3,4,3,2,2,3,3,3,3,2,2,2,3,4,3,2,4,4,4,2,4,3,4,4,4,4,4,4,3,4,3,3,3,3,2,4,3,3,3,3,4,3,4,4,4,4,4,4
0009011C,3.33,3.83,4,3,3.67,3.17,2.86,3.86,4,4,2,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,2,3,3,4,4,4,3,4,3,3,3,4,3,3,3,3,3,3,2,3,3,3,4,4,4,4,4,4,3
0009012C,2.5,2.5,2.5,3.33,3.33,2.83,2.57,,2,3,2,2,3,3,3,3,2,2,3,2,3,3,2,2,3,2,3,4,4,3,4,2,3,3,4,3,4,3,3,3,3,3,2,3,2,3,3,3,3,2,2,,,,,,,
0009013C,3.5,3.33,3.83,4,4,3.83,3.29,3.86,4,3,4,2,4,4,4,2,4,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,3,3,3,4,4,4,3,4,4,4,4,4,4
0009014C,3.5,3.17,3,3.67,3.83,2.83,3,2.57,4,4,4,2,3,4,4,3,3,2,3,4,2,3,2,3,4,4,4,4,4,3,4,3,4,4,3,4,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2
0009015C,3.33,3.5,3.33,3.83,3.67,,,,3,2,3,4,4,4,4,4,3,3,4,3,3,3,3,4,4,3,4,4,3,4,4,4,3,4,3,4,4,4,,,,,,,,,,,,,,,,,,,,
0009016C,3.67,,,,,,,,3,4,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0009017C,,4,3.33,3.83,3.33,3.17,2,3,,,,,,,4,4,4,4,4,4,3,3,2,4,4,4,4,4,4,4,4,3,4,3,3,3,3,4,4,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3
0009018C,3.17,2.17,2.33,2.33,2.67,2.17,2.14,3.29,4,3,3,3,3,3,3,2,2,2,2,2,2,3,2,2,2,3,2,3,2,3,2,2,3,3,3,3,2,2,1,3,2,3,2,2,2,2,2,2,2,2,3,3,4,2,3,4,3,4
0009019C,2.83,2.17,2.17,1.83,1.83,2.17,2.14,,2,4,3,2,2,4,2,3,2,1,2,3,2,2,2,2,3,2,1,2,2,2,2,2,1,2,2,2,2,2,1,3,3,1,2,3,2,2,2,2,2,2,3,,,,,,,
0009020C,3,2.67,2.33,2.17,2.5,1.83,2.29,2.71,2,4,2,2,4,4,3,3,2,2,2,4,2,3,2,2,3,2,2,3,2,2,2,2,3,3,2,3,2,2,1,3,1,3,2,1,2,3,3,2,2,2,2,4,2,2,2,3,3,3
0009021C,2.67,3,3,3.67,,,,,2,3,2,4,3,2,2,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,
0009022C,4,4,4,4,3.83,3.33,3.29,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,3,4,3,2,4,4,3,4,4,2,,,,,,,
0009024C,4,3.17,3.33,3.17,3.17,3.33,2.14,2.86,4,4,4,4,4,4,4,4,3,1,4,3,4,4,2,3,4,3,3,3,3,3,4,3,3,3,4,3,3,3,2,3,4,4,3,4,1,3,2,2,3,2,2,2,3,3,4,2,3,3
0009025C,4,3.67,3.5,2.17,2.83,3.67,3.71,,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,4,3,3,2,2,2,2,2,3,3,3,3,3,2,4,3,3,4,4,4,4,3,4,3,4,4,4,,,,,,,4
0009026C,3,3,3.17,2.67,3.5,3.17,2.57,3.29,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,2,3,4,3,4,4,3,3,4,3,4,3,2,2,3,2,2,3,3,3,3,3,3,3,4,3,4
0010001C,2,2.17,2.5,2.17,1.67,2.33,1.29,,2,2,2,3,1,2,2,3,2,2,2,2,2,3,1,4,3,2,2,2,2,3,2,2,1,2,1,2,2,2,2,2,2,3,3,2,1,1,1,2,1,1,2,,,,,,,
0010002C,3.67,3.5,3.5,4,4,2.67,3.43,,4,4,3,4,4,3,4,4,3,3,4,3,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,2,2,4,4,4,3,3,4,,,,,,,
0010003C,3.5,3.5,3,4,2.5,2.67,2.43,,4,3,4,3,4,3,3,4,3,4,4,3,4,3,2,3,3,3,4,4,4,4,4,4,4,2,3,2,2,2,3,3,2,3,3,2,3,3,2,2,2,2,3,,,,,,,
0010004C,2.83,3.33,3.17,3.67,3.83,3,3.71,2,3,2,2,4,3,3,3,3,3,4,4,3,3,3,2,3,4,4,4,3,4,3,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,4,4,4,4,4,2,2,2,2,,2,2
0010005C,2.17,2.83,3,3.33,2.17,2.83,,,2,2,1,3,3,2,3,3,2,3,3,3,3,2,1,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,4,3,2,4,2,2,,,,,,,,,,,,,,
0010006C,2.67,2.83,2.33,4,3.5,3.17,2.43,2.71,3,2,3,2,4,2,3,4,2,2,3,3,3,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,3,2,4,3,3,3,3,3,2,2,3,2,2,3,3,3,2,2,3,3,3,3
0010007C,3.83,3.67,3.67,3,3.17,3.67,2.43,,4,4,4,3,4,4,4,4,4,2,4,4,4,4,3,3,4,4,4,3,3,3,2,3,3,3,3,3,3,4,3,4,4,4,3,4,2,2,2,4,2,2,3,,,,,,,
0010008C,2.83,3.5,3.33,2.83,2.17,2.83,2.86,2.71,3,2,3,3,3,3,4,4,2,3,4,4,4,4,2,2,4,4,4,2,3,3,2,3,2,2,2,2,2,3,2,4,2,4,2,3,2,2,2,4,3,3,4,2,4,3,2,2,2,4
0010009C,3.83,3.5,2.67,2.67,2,2.33,,,4,4,4,3,4,4,4,4,2,3,4,4,3,3,2,2,3,3,3,3,3,2,2,3,2,2,2,2,2,2,1,3,2,4,2,2,,,,,,,,,,,,,,
0010010C,3.67,3.17,4,2.83,2.33,2.5,2.86,3.86,4,4,3,3,4,4,2,4,3,4,3,3,4,4,4,4,4,4,4,2,3,3,2,3,3,2,2,2,2,3,2,3,2,3,3,2,3,3,3,3,3,2,3,4,4,4,3,4,4,4
0010011C,2.83,2.5,,2.5,2,1.83,1.67,1.29,2,3,2,3,4,3,2,3,2,3,2,3,,,,,,,3,3,2,3,2,2,1,2,2,3,1,3,1,2,2,2,2,2,,1,2,2,1,2,2,1,2,1,1,1,1,2
0010012C,2.5,2.67,3,3.33,3.5,3.5,,,2,3,3,3,2,2,2,3,2,3,3,3,2,3,3,3,3,4,4,3,3,3,3,4,4,2,4,4,3,4,3,4,3,3,4,4,,,,,,,,,,,,,,
0010013C,2.33,3,3,3,3.5,,,,2,3,1,3,3,2,2,4,2,2,4,4,2,4,1,4,4,3,3,3,3,3,3,3,3,4,4,4,3,3,,,,,,,,,,,,,,,,,,,,
0010014C,3.67,3.83,3.83,4,4,,,,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,
0010015C,3.67,3.83,2.67,4,3.5,3.5,2.57,2.86,3,4,4,3,4,4,4,4,3,4,4,4,3,3,2,2,3,3,4,4,4,4,4,4,3,4,4,4,3,3,3,4,4,4,3,3,2,2,3,3,3,2,3,4,3,4,2,2,2,3
0010016C,3.33,3.17,3.5,3,3.33,3,3.57,2.29,3,4,3,2,4,4,3,4,3,2,3,4,4,4,3,2,4,4,3,3,3,3,3,3,2,4,4,4,3,3,1,3,4,4,3,3,4,3,3,4,4,3,4,3,2,2,2,2,2,3
0010017C,2.5,2.67,2.5,2.5,3.33,3.33,,,2,3,2,3,3,2,2,3,2,3,3,3,2,3,2,3,3,2,2,3,3,3,2,2,3,4,3,4,3,3,4,4,3,4,2,3,,,,,,,,,,,,,,
0010018C,3,3.5,3.17,4,4,4,4,3.86,3,3,3,3,3,3,4,3,4,2,4,4,4,3,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
0010019C,3.33,3.17,3.33,3.67,3.33,3.83,4,3,3,4,3,4,3,3,3,3,2,4,4,3,4,4,2,4,4,2,4,4,3,3,4,4,4,3,3,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,2,4,3,4,,2,3
0010020C,2.67,2.17,2,3.17,2.83,4,3.14,2.29,3,2,2,3,3,3,1,3,2,2,3,2,1,2,1,3,3,2,4,3,3,3,3,3,3,3,3,3,2,3,4,4,4,4,4,4,4,2,2,4,3,3,4,2,2,2,2,2,2,4
0010021C,2.17,3.17,3.67,3.33,3,,,,1,1,1,4,4,2,3,3,3,3,4,3,3,4,4,4,4,3,4,3,3,3,3,4,3,3,3,3,2,4,,,,,,,,,,,,,,,,,,,,
0010022C,3.17,3.17,3.33,3.33,2.67,2.83,3.86,,3,3,2,4,4,3,4,4,2,2,4,3,4,4,2,3,4,3,4,3,3,3,3,4,3,3,2,3,2,3,3,3,3,3,3,2,4,4,4,4,3,4,4,,,,,,,
0010023C,3,3,3.5,3.17,2.67,,,,3,3,3,2,4,3,3,3,3,2,4,3,3,4,4,2,4,4,4,3,3,3,3,3,2,3,3,3,2,3,,,,,,,,,,,,,,,,,,,,
0010024C,,,,3.33,,2,3.14,2.43,,,,,,,,,,,,,,,,,,,4,2,4,4,2,4,,,,,,,2,2,2,2,2,2,3,2,3,4,3,3,4,2,2,3,2,2,3,3
0011001C,3.5,3.67,3.5,4,4,4,,,3,4,2,4,4,4,4,4,2,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,
0011002C,3.83,3.83,3.83,4,3.83,3.83,3,3.86,4,4,3,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4
0011003C,2.33,2.5,2.33,3.83,2.83,2.83,3,,2,3,2,2,3,2,2,3,2,3,3,2,2,3,2,2,3,2,4,4,4,4,4,3,4,3,2,3,3,2,2,4,3,3,3,2,4,3,3,3,4,2,2,,,,,,,
0011004C,3.17,3.5,3.67,4,4,3.83,3.71,3.71,3,4,3,2,4,3,3,4,4,3,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,4,3,4,3,4,4,4
0011005C,,,,2.33,2.83,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,2,2,4,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,
0011006C,3,3.17,3,3.5,3,3.67,2.57,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,4,3,4,4,2,3,4,3,2,4,4,3,3,4,4,3,2,3,2,4,2,2,3,2,2,1,1,2,3
0011007C,3,2.83,3.17,4,4,2.33,2.43,2.71,3,3,3,3,3,3,3,3,2,3,3,3,2,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,3,2,2,2,2,3,3,3,2,2,3,3,3,1,3,3,3
0011008C,2.33,2.83,2.67,4,3.5,3.17,2,1.71,2,3,2,2,3,2,4,2,2,2,3,4,3,2,2,3,2,4,4,4,4,4,4,4,2,4,3,4,4,4,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,2,3
0011009C,3.67,3.83,3.83,3.83,4,2.67,3.14,3.71,4,4,2,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,3,3,2,4,3,4,3,3,4,3,4,3,4,4,4
0011010C,3.5,3.33,2.5,3.67,3.17,3.33,1.86,2.14,3,4,3,3,4,4,3,4,3,2,4,4,2,3,2,2,3,3,3,4,4,3,4,4,2,3,3,4,4,3,2,4,3,4,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,3
0011011C,2.33,2.33,2.5,4,3.83,3.83,3.57,3,3,2,2,2,3,2,2,3,2,2,3,2,3,3,2,2,3,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,3,2,3,4,3,3,3,3
0011012C,2.67,2.83,3,3.67,3.5,4,3.14,2.14,2,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,4,4,2,4,4,2,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,2,3,2,2,2,2,2
0011013C,2.5,2.33,2.67,3.67,4,4,3.29,3.43,3,3,3,2,2,2,3,3,2,2,2,2,3,2,3,2,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,2,4,4,4,4,4,2
0011014C,3.33,3,3,3.17,3.33,3.17,2.57,2.14,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,4,3,2,4,3,4,4,3,2,4,4,2,4,3,3,3,3,2,3,2,2,1,3,2,2,3,2,2
0011015C,2.83,2.5,,3,3.5,,,,2,4,2,2,4,3,2,3,2,2,3,3,,,,,,,4,3,3,3,3,2,4,3,4,3,4,3,,,,,,,,,,,,,,,,,,,,
0011017C,2.5,2.83,2,3.2,3.17,2.67,3.14,2.71,3,2,3,3,2,2,2,4,2,2,3,4,2,2,2,2,2,2,3,4,3,,4,2,2,4,3,4,4,2,2,3,3,3,3,2,3,3,3,3,4,3,3,2,3,3,3,3,3,2
0011018C,3.17,3.17,3,3.33,3.5,2,2,2,2,4,2,3,4,4,3,4,2,2,4,4,2,4,2,2,4,4,4,3,2,4,4,3,4,3,3,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2
0011019C,3.67,3.33,3.5,3.67,3.67,3.67,3.14,2.29,4,4,4,2,4,4,4,3,4,2,4,3,4,4,4,2,4,3,3,4,4,3,4,4,4,3,4,4,3,4,3,3,4,4,4,4,4,2,4,2,4,3,3,2,2,3,2,2,2,3
0011020C,3.5,3.33,3.33,4,4,3.67,3,3.14,4,4,3,2,4,4,3,4,2,3,4,4,3,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,3,3,3,3,3,3,2,4,4,3,3,3,3
0011021C,3.17,3.83,4,4,4,3.83,3,2.57,3,3,3,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,2,3,3,2,2,3,3
0011022C,3.33,3.17,3.67,3,3,3.5,4,2.29,3,3,2,4,4,4,2,4,2,4,4,3,3,4,3,4,4,4,4,2,3,4,3,2,4,2,3,4,4,1,2,4,4,4,4,3,4,4,4,4,4,4,4,2,2,2,4,1,2,3
0011023C,3.5,3.67,3.67,3.33,3.67,3.5,2.86,3.14,4,4,3,3,3,4,4,4,3,3,4,4,4,3,3,4,4,4,2,4,4,2,4,4,4,4,4,3,4,3,4,4,3,3,4,3,3,3,3,3,3,2,3,4,3,4,2,3,3,3
0011024C,3,3.67,3.17,3.67,3.5,3.83,2.86,4,2,4,3,2,3,4,3,4,4,3,4,4,2,4,4,2,3,4,3,4,4,3,4,4,2,4,4,3,4,4,4,4,4,3,4,4,3,3,3,2,3,3,3,4,4,4,4,4,4,4
0013001C,3.83,3.33,3.17,3.33,3.67,3.83,,,4,4,4,3,4,4,4,4,3,2,4,3,3,4,3,2,4,3,3,3,4,3,4,3,3,4,4,3,4,4,3,4,4,4,4,4,,,,,,,,,,,,,,
0013003C,3.83,3,3.33,2.33,3,,,,4,4,4,3,4,4,3,3,3,2,4,3,3,3,4,2,4,4,2,3,2,3,2,2,2,4,3,4,2,3,,,,,,,,,,,,,,,,,,,,
0013004C,,,,2.33,,,,,,,,,,,,,,,,,,,,,,,2,3,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
0013005C,3.83,3.17,3.17,3.83,4,,,,4,4,3,4,4,4,4,3,1,3,4,4,4,4,2,2,4,3,4,4,4,3,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,
0013006C,3.5,3.33,3.67,4,4,4,,,4,3,3,3,4,4,3,4,3,3,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,
0013007C,3.5,3,,2.67,3.33,,3.29,,4,4,4,2,3,4,3,3,3,2,3,4,,,,,,,2,3,3,3,3,2,2,4,4,4,3,3,,,,,,,3,3,4,3,3,3,4,,,,,,,
0013008C,3.67,3.83,3.67,3.5,4,,,,3,4,4,3,4,4,4,4,4,3,4,4,2,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,
0013009C,3.67,3.83,3.83,3.33,3.5,4,4,,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,2,3,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,
0014001C,3.67,3.67,3.83,3.5,4,3.5,,3.29,4,4,2,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,3,3,4,3,4,4,,,,,,,,3,3,4,3,3,3,4
0014002C,3.5,3.33,3.17,3.17,3.33,2.83,,3.14,3,4,3,3,4,4,3,4,2,3,4,4,3,4,3,2,4,3,3,4,3,3,2,4,3,4,4,3,3,3,2,3,3,3,3,3,,,,,,,,3,3,3,3,3,3,4
0014003C,3.67,4,3.5,4,4,3.17,,,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,4,4,,,,,,,,,,,,,,
0014004C,,2.5,2.67,2.33,2.5,3,,,,,,,,,2,3,1,4,3,2,2,3,2,3,3,3,3,2,2,3,2,2,3,2,2,3,3,2,3,3,3,3,3,3,,,,,,,,,,,,,,
0015001C,3.67,3.33,4,2.17,2.83,2.83,3,3.57,4,4,2,4,4,4,4,3,2,3,4,4,4,4,4,4,4,4,2,3,2,2,2,2,3,4,2,3,3,2,2,3,3,3,3,3,2,3,4,3,3,3,3,3,4,4,3,4,4,3
0015002C,3,,,3,3.33,,,,4,3,4,1,2,4,,,,,,,,,,,,,3,3,3,3,3,3,3,4,3,3,4,3,,,,,,,,,,,,,,,,,,,,
0015003C,3.17,3.5,3.17,3.83,3.83,3.33,3.71,,3,3,3,3,4,3,4,4,3,4,3,3,4,3,2,3,3,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,2,3,4,3,3,4,4,4,4,,,,,,,
0015004C,3,3,2.83,2.17,2,2.33,2,2.71,2,3,2,4,3,4,3,3,3,2,3,4,3,2,3,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,1,4,4,2,2,4
0015005C,3.17,3.33,3.83,2.83,3.5,,,,3,3,3,3,4,3,3,3,3,3,4,4,4,4,3,4,4,4,3,3,3,2,3,3,4,4,3,3,4,3,,,,,,,,,,,,,,,,,,,,
0015006C,3.67,3.67,3.67,3.33,3.33,2.67,3.71,,4,4,4,2,4,4,4,4,4,2,4,4,4,4,3,3,4,4,3,3,3,3,4,4,3,4,4,2,4,3,3,4,2,4,1,2,4,3,3,4,4,4,4,,,,,,,
0015007C,,2.67,,2,,2,2.29,3.43,,,,,,,3,3,2,2,3,3,,,,,,,2,2,2,2,2,2,,,,,,,1,2,2,3,2,2,2,2,2,2,3,2,3,4,3,3,4,3,3,4
0015008C,3.17,2.83,2.83,2.33,2.67,,,,4,3,3,3,3,3,4,3,2,2,4,2,3,3,2,3,4,2,3,2,2,2,3,2,3,3,3,2,3,2,,,,,,,,,,,,,,,,,,,,
0015009C,3,3.33,3.17,3.17,2.67,3.33,3.43,3.14,3,3,3,2,4,3,4,3,2,4,4,3,3,3,2,4,4,3,3,3,3,3,4,3,4,3,2,2,3,2,4,3,3,3,4,3,4,3,3,4,3,3,4,4,4,2,3,3,2,4
0015010C,3.5,3.17,2.83,3.17,3.17,2.83,2.14,,4,4,3,3,3,4,3,3,3,3,4,3,3,3,2,2,4,3,4,3,3,3,3,3,4,3,2,3,4,3,3,4,3,4,1,2,2,3,2,2,2,2,2,,,,,,,
0015011C,,,3.33,2.5,2.17,,,,,,,,,,,,,,,,4,4,2,2,4,4,2,3,3,2,3,2,2,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,
0015012C,3,,2.5,3.5,3.33,,,,3,3,2,4,4,2,,,,,,,2,3,2,3,2,3,4,3,4,3,4,3,4,4,3,2,4,3,,,,,,,,,,,,,,,,,,,,
0015013C,,3,,2.5,3.33,2.5,,,,,,,,,3,4,2,2,4,3,,,,,,,3,2,2,2,3,3,4,3,3,3,4,3,2,3,3,2,2,3,,,,,,,,,,,,,,
0015014C,3.5,3.17,3.33,3,3.67,2.67,3.86,3,2,4,3,4,4,4,3,3,3,4,3,3,3,3,2,4,4,4,3,4,3,2,3,3,4,4,3,4,4,3,2,3,3,3,2,3,4,4,4,4,4,4,3,3,3,4,2,3,3,3
0015015C,2.83,3,,4,4,,3.57,,3,3,3,2,3,3,3,3,3,2,4,3,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,3,3,4,4,3,4,4,,,,,,,
0015016C,3.33,,2,2,2,3.33,,,3,3,2,4,4,4,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,3,4,3,,,,,,,,,,,,,,
0015017C,2.67,2.33,,2,2,1.17,2.57,,2,3,1,4,4,2,2,3,2,3,2,2,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,4,2,2,3,2,2,3,2,1,2,,,,
0015018C,3.5,2.83,3.17,2,2,,,,4,4,2,4,4,3,3,2,2,4,3,3,3,3,2,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,
0015019C,3,3,3,3.33,3.67,3.17,3.57,3.14,2,3,2,3,4,4,4,3,3,3,1,4,3,3,3,4,2,3,3,4,4,2,4,3,4,4,4,2,4,4,3,4,4,4,1,3,4,3,3,4,4,3,4,4,3,3,3,3,3,3
0015020C,4,4,3.83,3.5,3.5,3.5,4,3.71,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,3,4,1,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4
0015021C,2.17,2.5,2,2.67,2.17,2,3.14,,2,2,3,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,3,3,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,2,3,3,,,,,,,
0015022C,3.5,2.83,2,2.17,2,,2.43,,4,4,1,4,4,4,2,3,2,4,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,,,,,,,2,1,3,2,3,2,4,,,,,,,
0015023C,3.5,,,2.33,2,2.5,2.43,2.14,2,4,3,4,4,4,,,,,,,,,,,,,2,2,3,3,2,2,2,2,2,2,2,2,2,3,2,3,3,2,4,2,2,2,2,2,3,2,2,2,2,2,2,3
0015024C,,,,2.67,2.83,2.17,,,,,,,,,,,,,,,,,,,,,3,2,3,3,3,2,2,4,3,3,3,2,1,3,2,2,3,2,,,,,,,,,,,,,,
0015025C,3.33,3.5,3.5,3.5,3.33,2.83,3.43,3.43,4,3,3,4,3,3,4,3,3,3,4,4,4,3,3,4,4,3,3,3,4,3,4,4,4,3,3,3,4,3,3,4,2,4,1,3,4,3,3,4,3,3,4,3,3,4,4,3,3,4
0015026C,3.17,3.33,3.33,3.67,3.33,3.67,4,3.29,3,3,3,4,3,3,4,3,3,2,4,4,4,3,3,2,4,4,3,4,4,3,4,4,3,4,3,3,4,3,4,4,4,4,2,4,4,4,4,4,4,4,4,3,3,4,3,3,3,4
0016001C,2.83,3.33,3.5,3.67,3.5,3.67,2.71,3,3,2,2,3,3,4,4,4,2,3,4,3,3,4,3,3,4,4,3,4,4,3,4,4,3,3,4,3,4,4,3,4,4,4,4,3,2,3,3,3,3,3,2,3,2,3,3,4,3,3
0016002C,2.17,3.17,,3,,,,,2,3,2,1,3,2,4,4,2,3,3,3,,,,,,,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
0016003C,2.17,3.33,,3.33,,,,,2,3,1,2,3,2,4,4,2,2,4,4,,,,,,,3,3,4,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,
0016004C,3.33,3.17,3.17,3,4,3.83,2.29,2.71,3,4,3,2,4,4,2,4,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,4,4,,4,4,4,3,4,4,4,4,4,2,2,2,3,2,2,3,3,2,3,3,3,3,2
0016005C,2.5,2.5,,2.33,,,,,3,2,2,2,3,3,2,3,2,3,3,2,,,,,,,3,2,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
0016006C,3.67,3.83,,3,3.33,,,,4,4,4,3,4,3,4,4,4,3,4,4,,,,,,,3,3,3,3,3,3,3,3,4,3,3,4,,,,,,,,,,,,,,,,,,,,
0016007C,2,2,2,2.2,2.33,2.5,,,1,2,2,3,2,2,2,3,1,1,2,3,1,2,1,4,2,2,2,,2,3,2,2,2,3,2,3,2,2,3,3,2,3,2,2,,,,,,,,,,,,,,
0016008C,2,2,2,2,2.67,3.33,,2.57,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,4,2,2,3,3,2,4,4,2,4,3,3,,,,,,,,2,2,2,4,2,2,4
0016009C,3,3.33,3.5,2.83,2.5,2.83,2.14,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,3,4,3,2,3,3,3,3,3,2,2,2,3,3,3,2,3,3,3,3,3,2,2,2,2,3,2,2,3,2,3,2,4,4,3
0016010C,2.5,2.83,2.17,2.67,2.17,2.17,,,2,4,2,2,2,3,2,3,2,3,3,4,2,2,2,2,2,3,3,3,2,3,2,3,2,2,2,3,2,2,2,2,2,3,2,2,,,,,,,,,,,,,,
0020001C,3.83,3.5,3.67,3.17,3.5,2.83,2.86,2.57,4,4,3,4,4,4,3,4,2,4,4,4,4,4,2,4,4,4,4,3,3,3,3,3,4,3,4,3,4,3,3,3,4,2,3,2,4,4,2,2,4,2,2,3,2,3,2,3,3,2
